File	Class	Method	HitCount	LineNum
HelloHBase.java	HelloHBase	HelloHBase()	0	57
HelloHBase.java	HelloHBase	main(String[]) : void	0	60
HelloHBase.java	HelloHBase	createNamespaceAndTable(Admin) : void	1	102
HelloHBase.java	HelloHBase	putRowToTable(Table) : void	1	128
HelloHBase.java	HelloHBase	getAndPrintRowContents(Table) : void	0	152
HelloHBase.java	HelloHBase	namespaceExists(Admin,String) : boolean	4	186
HelloHBase.java	HelloHBase	deleteRow(Table) : void	1	202
HelloHBase.java	HelloHBase	deleteNamespaceAndTable(Admin) : void	0	216
TestHelloHBase.java	TestHelloHBase	beforeClass() : void	1	52
TestHelloHBase.java	TestHelloHBase	afterClass() : void	1	57
TestHelloHBase.java	TestHelloHBase	testNamespaceExists() : void	1	62
TestHelloHBase.java	TestHelloHBase	testCreateNamespaceAndTable() : void	1	80
TestHelloHBase.java	TestHelloHBase	testPutRowToTable() : void	1	99
TestHelloHBase.java	TestHelloHBase	testDeleteRow() : void	1	114
HelloHBase.java	HelloHBase	HelloHBase()	0	56
HelloHBase.java	HelloHBase	main(String[]) : void	0	59
HelloHBase.java	HelloHBase	createNamespaceAndTable(Admin) : void	1	101
HelloHBase.java	HelloHBase	putRowToTable(Table) : void	1	126
HelloHBase.java	HelloHBase	getAndPrintRowContents(Table) : void	0	150
HelloHBase.java	HelloHBase	namespaceExists(Admin,String) : boolean	4	184
HelloHBase.java	HelloHBase	deleteRow(Table) : void	1	200
HelloHBase.java	HelloHBase	deleteNamespaceAndTable(Admin) : void	0	214
TestHelloHBase.java	TestHelloHBase	beforeClass() : void	1	52
TestHelloHBase.java	TestHelloHBase	afterClass() : void	1	57
TestHelloHBase.java	TestHelloHBase	testNamespaceExists() : void	1	62
TestHelloHBase.java	TestHelloHBase	testCreateNamespaceAndTable() : void	1	80
TestHelloHBase.java	TestHelloHBase	testPutRowToTable() : void	1	99
TestHelloHBase.java	TestHelloHBase	testDeleteRow() : void	1	114
AlwaysPasses.java	AlwaysPasses	matchCompilationUnit(CompilationUnitTree,VisitorState) : Description	0	36
QuotaExceededException.java	QuotaExceededException	QuotaExceededException(String)	32	29
QuotaExceededException.java	QuotaExceededException	QuotaExceededException(String,Throwable)	0	33
QuotaFilter.java	QuotaFilter	QuotaFilter()	201	37
QuotaFilter.java	QuotaFilter	setUserFilter(String) : QuotaFilter	33	45
QuotaFilter.java	QuotaFilter	setTableFilter(String) : QuotaFilter	28	56
QuotaFilter.java	QuotaFilter	setNamespaceFilter(String) : QuotaFilter	21	67
QuotaFilter.java	QuotaFilter	addTypeFilter(QuotaType) : QuotaFilter	146	78
QuotaFilter.java	QuotaFilter	isNull() : boolean	201	85
QuotaFilter.java	QuotaFilter	getTypeFilters() : Set<QuotaType>	0	90
QuotaFilter.java	QuotaFilter	getNamespaceFilter() : String	209	95
QuotaFilter.java	QuotaFilter	getTableFilter() : String	229	100
QuotaFilter.java	QuotaFilter	getUserFilter() : String	237	105
QuotaRetriever.java	QuotaRetriever	QuotaRetriever()	369	63
QuotaRetriever.java	QuotaRetriever	init(Configuration,Scan) : void	229	66
QuotaRetriever.java	QuotaRetriever	init(Connection,Scan) : void	369	73
QuotaRetriever.java	QuotaRetriever	close() : void	199	88
QuotaRetriever.java	QuotaRetriever	next() : QuotaSettings	746	104
QuotaRetriever.java	QuotaRetriever	iterator() : Iterator<QuotaSettings>	365	115
QuotaRetriever.java	QuotaRetriever	open(Configuration) : QuotaRetriever	54	159
QuotaRetriever.java	QuotaRetriever	open(Configuration,QuotaFilter) : QuotaRetriever	229	170
QuotaRetriever.java	QuotaRetriever.Iter	Iter()	365	123
QuotaRetriever.java	QuotaRetriever.Iter	hasNext() : boolean	733	131
QuotaRetriever.java	QuotaRetriever.Iter	next() : QuotaSettings	377	136
QuotaRetriever.java	QuotaRetriever.Iter	remove() : void	0	147
QuotaSettings.java	QuotaSettings	QuotaSettings(String,TableName,String)	1521	38
QuotaSettings.java	QuotaSettings	getUserName() : String	1023	47
QuotaSettings.java	QuotaSettings	getTableName() : TableName	1228	51
QuotaSettings.java	QuotaSettings	getNamespace() : String	1137	55
QuotaSettings.java	QuotaSettings	buildFromProto(SetQuotaRequest) : QuotaSettings	219	67
QuotaSettings.java	QuotaSettings	buildSetQuotaRequestProto(QuotaSettings) : SetQuotaRequest	222	114
QuotaSettings.java	QuotaSettings	ownerToString() : String	0	138
QuotaSettings.java	QuotaSettings	sizeToString(long) : String	0	158
QuotaSettings.java	QuotaSettings	timeToString(TimeUnit) : String	448	167
QuotaSettings.java	QuotaSettings	validateQuotaTarget(QuotaSettings) : void	259	196
QuotaSettingsFactory.java	QuotaSettingsFactory	fromUserQuotas(String,Quotas) : List<QuotaSettings>	63	82
QuotaSettingsFactory.java	QuotaSettingsFactory	fromUserQuotas(String,TableName,Quotas) : List<QuotaSettings>	162	86
QuotaSettingsFactory.java	QuotaSettingsFactory	fromUserQuotas(String,String,Quotas) : List<QuotaSettings>	162	91
QuotaSettingsFactory.java	QuotaSettingsFactory	fromTableQuotas(TableName,Quotas) : List<QuotaSettings>	228	96
QuotaSettingsFactory.java	QuotaSettingsFactory	fromNamespaceQuotas(String,Quotas) : List<QuotaSettings>	74	100
QuotaSettingsFactory.java	QuotaSettingsFactory	fromQuotas(String,TableName,String,Quotas) : List<QuotaSettings>	689	104
QuotaSettingsFactory.java	QuotaSettingsFactory	fromThrottle(String,TableName,String,QuotaProtos.Throttle) : List<QuotaSettings>	461	119
QuotaSettingsFactory.java	QuotaSettingsFactory	fromSpace(TableName,String,SpaceQuota) : QuotaSettings	239	149
QuotaSettingsFactory.java	QuotaSettingsFactory	throttleUser(String,ThrottleType,long,TimeUnit) : QuotaSettings	16	184
QuotaSettingsFactory.java	QuotaSettingsFactory	throttleUser(String,TableName,ThrottleType,long,TimeUnit) : QuotaSettings	27	199
QuotaSettingsFactory.java	QuotaSettingsFactory	throttleUser(String,String,ThrottleType,long,TimeUnit) : QuotaSettings	27	214
QuotaSettingsFactory.java	QuotaSettingsFactory	unthrottleUser(String) : QuotaSettings	13	225
QuotaSettingsFactory.java	QuotaSettingsFactory	unthrottleUser(String,TableName) : QuotaSettings	27	236
QuotaSettingsFactory.java	QuotaSettingsFactory	unthrottleUser(String,String) : QuotaSettings	27	247
QuotaSettingsFactory.java	QuotaSettingsFactory	throttleTable(TableName,ThrottleType,long,TimeUnit) : QuotaSettings	15	260
QuotaSettingsFactory.java	QuotaSettingsFactory	unthrottleTable(TableName) : QuotaSettings	13	271
QuotaSettingsFactory.java	QuotaSettingsFactory	throttleNamespace(String,ThrottleType,long,TimeUnit) : QuotaSettings	11	284
QuotaSettingsFactory.java	QuotaSettingsFactory	unthrottleNamespace(String) : QuotaSettings	11	295
QuotaSettingsFactory.java	QuotaSettingsFactory	throttle(String,TableName,String,ThrottleType,long,TimeUnit) : QuotaSettings	187	300
QuotaSettingsFactory.java	QuotaSettingsFactory	bypassGlobals(String,boolean) : QuotaSettings	8	324
QuotaSettingsFactory.java	QuotaSettingsFactory	limitTableSpace(TableName,long,SpaceViolationPolicy) : QuotaSettings	17	342
QuotaSettingsFactory.java	QuotaSettingsFactory	removeTableSpaceLimit(TableName) : QuotaSettings	7	354
QuotaSettingsFactory.java	QuotaSettingsFactory	limitNamespaceSpace(String,long,SpaceViolationPolicy) : QuotaSettings	5	368
QuotaSettingsFactory.java	QuotaSettingsFactory	removeNamespaceSpaceLimit(String) : QuotaSettings	3	380
QuotaSettingsFactory.java	QuotaSettingsFactory.QuotaGlobalsSettingsBypass	QuotaGlobalsSettingsBypass(String,TableName,String,boolean)	38	39
QuotaSettingsFactory.java	QuotaSettingsFactory.QuotaGlobalsSettingsBypass	getQuotaType() : QuotaType	4	45
QuotaSettingsFactory.java	QuotaSettingsFactory.QuotaGlobalsSettingsBypass	setupSetQuotaRequest(SetQuotaRequest.Builder) : void	8	50
QuotaSettingsFactory.java	QuotaSettingsFactory.QuotaGlobalsSettingsBypass	toString() : String	5	55
QuotaSettingsFactory.java	QuotaSettingsFactory.QuotaGlobalsSettingsBypass	getBypass() : boolean	26	60
QuotaSettingsFactory.java	QuotaSettingsFactory.QuotaGlobalsSettingsBypass	merge(QuotaSettings) : QuotaGlobalsSettingsBypass	33	64
QuotaTableUtil.java	QuotaTableUtil	getTableQuota(Connection,TableName) : Quotas	155	113
QuotaTableUtil.java	QuotaTableUtil	getNamespaceQuota(Connection,String) : Quotas	57	118
QuotaTableUtil.java	QuotaTableUtil	getUserQuota(Connection,String) : Quotas	39	123
QuotaTableUtil.java	QuotaTableUtil	getUserQuota(Connection,String,TableName) : Quotas	56	128
QuotaTableUtil.java	QuotaTableUtil	getUserQuota(Connection,String,String) : Quotas	56	133
QuotaTableUtil.java	QuotaTableUtil	getQuotas(Connection,byte[]) : Quotas	251	139
QuotaTableUtil.java	QuotaTableUtil	getQuotas(Connection,byte[],byte[]) : Quotas	363	144
QuotaTableUtil.java	QuotaTableUtil	makeGetForTableQuotas(TableName) : Get	29	155
QuotaTableUtil.java	QuotaTableUtil	makeGetForNamespaceQuotas(String) : Get	20	161
QuotaTableUtil.java	QuotaTableUtil	makeGetForUserQuotas(String,Iterable<TableName>,Iterable<String>) : Get	11	167
QuotaTableUtil.java	QuotaTableUtil	makeScan(QuotaFilter) : Scan	423	180
QuotaTableUtil.java	QuotaTableUtil	makeFilter(QuotaFilter) : Filter	201	192
QuotaTableUtil.java	QuotaTableUtil	makeQuotaSnapshotScan() : Scan	180	237
QuotaTableUtil.java	QuotaTableUtil	getSnapshots(Connection) : Map<TableName,SpaceQuotaSnapshot>	0	247
QuotaTableUtil.java	QuotaTableUtil	makeQuotaSnapshotScanForTable(TableName) : Scan	180	263
QuotaTableUtil.java	QuotaTableUtil	extractQuotaSnapshot(Result,Map<TableName,SpaceQuotaSnapshot>) : void	103	286
QuotaTableUtil.java	QuotaTableUtil	parseResult(Result,QuotasVisitor) : void	418	332
QuotaTableUtil.java	QuotaTableUtil	visitUserQuotas(String,Quotas) : void	63	350
QuotaTableUtil.java	QuotaTableUtil	visitUserQuotas(String,TableName,Quotas) : void	162	355
QuotaTableUtil.java	QuotaTableUtil	visitUserQuotas(String,String,Quotas) : void	162	360
QuotaTableUtil.java	QuotaTableUtil	visitTableQuotas(TableName,Quotas) : void	227	365
QuotaTableUtil.java	QuotaTableUtil	visitNamespaceQuotas(String,Quotas) : void	74	370
QuotaTableUtil.java	QuotaTableUtil	parseResultToCollection(Result,Collection<QuotaSettings>) : void	418	346
QuotaTableUtil.java	QuotaTableUtil	parseNamespaceResult(Result,NamespaceQuotasVisitor) : void	74	377
QuotaTableUtil.java	QuotaTableUtil	parseNamespaceResult(String,Result,NamespaceQuotasVisitor) : void	74	383
QuotaTableUtil.java	QuotaTableUtil	parseTableResult(Result,TableQuotasVisitor) : void	227	392
QuotaTableUtil.java	QuotaTableUtil	parseTableResult(TableName,Result,TableQuotasVisitor) : void	227	398
QuotaTableUtil.java	QuotaTableUtil	parseUserResult(Result,UserQuotasVisitor) : void	117	407
QuotaTableUtil.java	QuotaTableUtil	parseUserResult(String,Result,UserQuotasVisitor) : void	117	413
QuotaTableUtil.java	QuotaTableUtil	createPutForSpaceSnapshot(TableName,SpaceQuotaSnapshot) : Put	34	439
QuotaTableUtil.java	QuotaTableUtil	makeGetForSnapshotSize(TableName,String) : Get	11	450
QuotaTableUtil.java	QuotaTableUtil	createPutForSnapshotSize(TableName,String,long) : Put	60	462
QuotaTableUtil.java	QuotaTableUtil	createPutForNamespaceSnapshotSize(String,long) : Put	36	475
QuotaTableUtil.java	QuotaTableUtil	getNamespaceSnapshotSize(Connection,String) : long	21	486
QuotaTableUtil.java	QuotaTableUtil	createGetNamespaceSnapshotSize(String) : Get	21	503
QuotaTableUtil.java	QuotaTableUtil	parseSnapshotSize(Cell) : long	40	512
QuotaTableUtil.java	QuotaTableUtil	createScanForSpaceSnapshotSizes() : Scan	0	518
QuotaTableUtil.java	QuotaTableUtil	createScanForSpaceSnapshotSizes(TableName) : Scan	85	522
QuotaTableUtil.java	QuotaTableUtil	getObservedSnapshotSizes(Connection) : Map<String,Long>	0	547
QuotaTableUtil.java	QuotaTableUtil	getMasterReportedTableSizes(Connection) : Map<TableName,Long>	1	570
QuotaTableUtil.java	QuotaTableUtil	getRegionServerQuotaSnapshots(Connection,ServerName) : Map<TableName,SpaceQuotaSnapshot>	2	589
QuotaTableUtil.java	QuotaTableUtil	getCurrentSnapshot(Connection,TableName) : SpaceQuotaSnapshot	11	610
QuotaTableUtil.java	QuotaTableUtil	getCurrentSnapshot(Connection,String) : SpaceQuotaSnapshot	2	630
QuotaTableUtil.java	QuotaTableUtil	quotasFromData(byte[]) : Quotas	863	648
QuotaTableUtil.java	QuotaTableUtil	quotasFromData(byte[],int,int) : Quotas	869	652
QuotaTableUtil.java	QuotaTableUtil	quotasToData(Quotas) : byte[]	132	661
QuotaTableUtil.java	QuotaTableUtil	isEmptyQuota(Quotas) : boolean	0	668
QuotaTableUtil.java	QuotaTableUtil	doGet(Connection,Get) : Result	363	683
QuotaTableUtil.java	QuotaTableUtil	doGet(Connection,List<Get>) : Result[]	57	690
QuotaTableUtil.java	QuotaTableUtil	getUserRowKey(String) : byte[]	313	700
QuotaTableUtil.java	QuotaTableUtil	getTableRowKey(TableName) : byte[]	415	704
QuotaTableUtil.java	QuotaTableUtil	getNamespaceRowKey(String) : byte[]	165	708
QuotaTableUtil.java	QuotaTableUtil	getSettingsQualifierForUserTable(TableName) : byte[]	126	712
QuotaTableUtil.java	QuotaTableUtil	getSettingsQualifierForUserNamespace(String) : byte[]	123	716
QuotaTableUtil.java	QuotaTableUtil	getUserRowKeyRegex(String) : String	36	721
QuotaTableUtil.java	QuotaTableUtil	getTableRowKeyRegex(String) : String	13	725
QuotaTableUtil.java	QuotaTableUtil	getNamespaceRowKeyRegex(String) : String	9	729
QuotaTableUtil.java	QuotaTableUtil	getRowKeyRegEx(byte[],String) : String	58	733
QuotaTableUtil.java	QuotaTableUtil	getSettingsQualifierRegexForUserTable(String) : String	15	737
QuotaTableUtil.java	QuotaTableUtil	getSettingsQualifierRegexForUserNamespace(String) : String	12	742
QuotaTableUtil.java	QuotaTableUtil	isNamespaceRowKey(byte[]) : boolean	434	747
QuotaTableUtil.java	QuotaTableUtil	getNamespaceFromRowKey(byte[]) : String	90	751
QuotaTableUtil.java	QuotaTableUtil	isTableRowKey(byte[]) : boolean	369	755
QuotaTableUtil.java	QuotaTableUtil	getTableFromRowKey(byte[]) : TableName	354	759
QuotaTableUtil.java	QuotaTableUtil	isUserRowKey(byte[]) : boolean	127	763
QuotaTableUtil.java	QuotaTableUtil	getUserFromRowKey(byte[]) : String	127	767
QuotaTableUtil.java	QuotaTableUtil	getProtoViolationPolicy(SpaceViolationPolicy) : SpaceQuota	0	771
QuotaTableUtil.java	QuotaTableUtil	getViolationPolicy(SpaceQuota) : SpaceViolationPolicy	0	777
QuotaTableUtil.java	QuotaTableUtil	getSnapshotSizeQualifier(String) : byte[]	60	784
QuotaTableUtil.java	QuotaTableUtil	extractSnapshotNameFromSizeCell(Cell) : String	0	788
QuotaTableUtil.java	QuotaTableUtil	extractSnapshotSize(byte[],int,int) : long	5	794
RpcThrottlingException.java	RpcThrottlingException	RpcThrottlingException(String)	12	45
RpcThrottlingException.java	RpcThrottlingException	RpcThrottlingException(Type,long,String)	11	61
RpcThrottlingException.java	RpcThrottlingException	getType() : Type	0	67
RpcThrottlingException.java	RpcThrottlingException	getWaitInterval() : long	0	71
RpcThrottlingException.java	RpcThrottlingException	throwNumRequestsExceeded(long) : void	9	75
RpcThrottlingException.java	RpcThrottlingException	throwRequestSizeExceeded(long) : void	0	80
RpcThrottlingException.java	RpcThrottlingException	throwNumReadRequestsExceeded(long) : void	0	85
RpcThrottlingException.java	RpcThrottlingException	throwNumWriteRequestsExceeded(long) : void	2	90
RpcThrottlingException.java	RpcThrottlingException	throwWriteSizeExceeded(long) : void	0	95
RpcThrottlingException.java	RpcThrottlingException	throwReadSizeExceeded(long) : void	0	99
RpcThrottlingException.java	RpcThrottlingException	throwThrottlingException(Type,long) : void	11	103
RpcThrottlingException.java	RpcThrottlingException	timeFromString(String) : long	2	109
SpaceLimitSettings.java	SpaceLimitSettings	SpaceLimitSettings(TableName,long,SpaceViolationPolicy)	214	39
SpaceLimitSettings.java	SpaceLimitSettings	SpaceLimitSettings(TableName)	12	50
SpaceLimitSettings.java	SpaceLimitSettings	SpaceLimitSettings(String,long,SpaceViolationPolicy)	48	55
SpaceLimitSettings.java	SpaceLimitSettings	SpaceLimitSettings(String)	5	66
SpaceLimitSettings.java	SpaceLimitSettings	SpaceLimitSettings(TableName,String,SpaceLimitRequest)	2	71
SpaceLimitSettings.java	SpaceLimitSettings	buildProtoFromQuota(SpaceQuota) : SpaceLimitRequest	260	82
SpaceLimitSettings.java	SpaceLimitSettings	buildProtoAddQuota(long,SpaceViolationPolicy) : SpaceLimitRequest	258	93
SpaceLimitSettings.java	SpaceLimitSettings	buildProtoRemoveQuota() : SpaceLimitRequest	17	106
SpaceLimitSettings.java	SpaceLimitSettings	getProto() : SpaceLimitRequest	34	117
SpaceLimitSettings.java	SpaceLimitSettings	getQuotaType() : QuotaType	104	121
SpaceLimitSettings.java	SpaceLimitSettings	setupSetQuotaRequest(Builder) : void	27	126
SpaceLimitSettings.java	SpaceLimitSettings	fromSpaceQuota(TableName,QuotaProtos.SpaceQuota) : SpaceLimitSettings	192	139
SpaceLimitSettings.java	SpaceLimitSettings	fromSpaceQuota(String,QuotaProtos.SpaceQuota) : SpaceLimitSettings	38	153
SpaceLimitSettings.java	SpaceLimitSettings	validateProtoArguments(QuotaProtos.SpaceQuota) : void	230	166
SpaceLimitSettings.java	SpaceLimitSettings	hashCode() : int	4	175
SpaceLimitSettings.java	SpaceLimitSettings	equals(Object) : boolean	4	180
SpaceLimitSettings.java	SpaceLimitSettings	toString() : String	2	195
SpaceLimitSettings.java	SpaceLimitSettings	merge(QuotaSettings) : QuotaSettings	3	214
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot	SpaceQuotaSnapshot(SpaceQuotaStatus,long,long)	268	130
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot	getQuotaStatus() : SpaceQuotaStatus	928	139
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot	getUsage() : long	140	146
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot	getLimit() : long	122	153
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot	hashCode() : int	0	157
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot	equals(Object) : boolean	214	166
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot	toString() : String	16	175
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot	toSpaceQuotaSnapshot(QuotaProtos.SpaceQuotaSnapshot) : SpaceQuotaSnapshot	116	185
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot	toProtoSnapshot(SpaceQuotaSnapshot) : QuotaProtos.SpaceQuotaSnapshot	85	190
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot	getNoSuchSnapshot() : SpaceQuotaSnapshot	0	199
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot.SpaceQuotaStatus	SpaceQuotaStatus(SpaceViolationPolicy)	70	57
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot.SpaceQuotaStatus	SpaceQuotaStatus(SpaceViolationPolicy,boolean)	83	62
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot.SpaceQuotaStatus	getPolicy() : SpaceViolationPolicy	36	71
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot.SpaceQuotaStatus	isInViolation() : boolean	784	78
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot.SpaceQuotaStatus	notInViolation() : SpaceQuotaStatus	106	85
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot.SpaceQuotaStatus	hashCode() : int	0	89
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot.SpaceQuotaStatus	equals(Object) : boolean	194	95
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot.SpaceQuotaStatus	toString() : String	16	104
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot.SpaceQuotaStatus	toProto(SpaceQuotaStatus) : QuotaProtos.SpaceQuotaStatus	85	112
SpaceQuotaSnapshot.java	SpaceQuotaSnapshot.SpaceQuotaStatus	toStatus(QuotaProtos.SpaceQuotaStatus) : SpaceQuotaStatus	116	121
ThrottleSettings.java	ThrottleSettings	ThrottleSettings(String,TableName,String,QuotaProtos.ThrottleRequest)	848	38
ThrottleSettings.java	ThrottleSettings	getThrottleType() : ThrottleType	453	44
ThrottleSettings.java	ThrottleSettings	getSoftLimit() : long	7	48
ThrottleSettings.java	ThrottleSettings	getProto() : QuotaProtos.ThrottleRequest	3	55
ThrottleSettings.java	ThrottleSettings	getTimeUnit() : TimeUnit	6	60
ThrottleSettings.java	ThrottleSettings	getQuotaType() : QuotaType	13	65
ThrottleSettings.java	ThrottleSettings	setupSetQuotaRequest(SetQuotaRequest.Builder) : void	187	70
ThrottleSettings.java	ThrottleSettings	toString() : String	448	75
ThrottleSettings.java	ThrottleSettings	merge(QuotaSettings) : ThrottleSettings	3	114
ThrottleSettings.java	ThrottleSettings	validateTimedQuota(TimedQuota) : void	2	149
ThrottleSettings.java	ThrottleSettings	fromTimedQuota(String,TableName,String,ThrottleType,QuotaProtos.TimedQuota) : ThrottleSettings	465	156
ThrottlingException.java	ThrottlingException	ThrottlingException(String)	0	64
ThrottlingException.java	ThrottlingException	ThrottlingException(Type,long,String)	0	80
ThrottlingException.java	ThrottlingException	getType() : Type	0	86
ThrottlingException.java	ThrottlingException	getWaitInterval() : long	0	90
ThrottlingException.java	ThrottlingException	throwNumRequestsExceeded(long) : void	0	94
ThrottlingException.java	ThrottlingException	throwRequestSizeExceeded(long) : void	0	99
ThrottlingException.java	ThrottlingException	throwNumReadRequestsExceeded(long) : void	0	104
ThrottlingException.java	ThrottlingException	throwNumWriteRequestsExceeded(long) : void	0	109
ThrottlingException.java	ThrottlingException	throwWriteSizeExceeded(long) : void	0	114
ThrottlingException.java	ThrottlingException	throwReadSizeExceeded(long) : void	0	119
ThrottlingException.java	ThrottlingException	throwThrottlingException(Type,long) : void	0	124
ThrottlingException.java	ThrottlingException	formatTime(long) : String	0	130
ThrottlingException.java	ThrottlingException	timeFromString(String) : long	0	150
TestQuotaFilter.java	TestQuotaFilter	testClassMethodsAreBuilderStyle() : void	1	35
TestQuotaGlobalsSettingsBypass.java	TestQuotaGlobalsSettingsBypass	testMerge() : void	1	40
TestQuotaGlobalsSettingsBypass.java	TestQuotaGlobalsSettingsBypass	testInvalidMerges() : void	1	47
TestQuotaGlobalsSettingsBypass.java	TestQuotaGlobalsSettingsBypass	expectFailure(QuotaSettings,QuotaSettings) : void	27	105
TestQuotaSettingsFactory.java	TestQuotaSettingsFactory	testAllQuotasAddedToList() : void	1	55
TestQuotaSettingsFactory.java	TestQuotaSettingsFactory	testNeitherTableNorNamespace() : void	1	122
TestQuotaSettingsFactory.java	TestQuotaSettingsFactory	testBothTableAndNamespace() : void	1	131
TestQuotaSettingsFactory.java	TestQuotaSettingsFactory	testSpaceLimitSettings() : void	1	140
TestQuotaSettingsFactory.java	TestQuotaSettingsFactory	testSpaceLimitSettingsForDeletes() : void	1	157
TestSpaceLimitSettings.java	TestSpaceLimitSettings	testInvalidTableQuotaSizeLimit() : void	1	48
TestSpaceLimitSettings.java	TestSpaceLimitSettings	testNullTableName() : void	1	53
TestSpaceLimitSettings.java	TestSpaceLimitSettings	testNullTableViolationPolicy() : void	1	59
TestSpaceLimitSettings.java	TestSpaceLimitSettings	testInvalidNamespaceQuotaSizeLimit() : void	1	64
TestSpaceLimitSettings.java	TestSpaceLimitSettings	testNullNamespace() : void	1	69
TestSpaceLimitSettings.java	TestSpaceLimitSettings	testNullNamespaceViolationPolicy() : void	1	75
TestSpaceLimitSettings.java	TestSpaceLimitSettings	testTableQuota() : void	1	80
TestSpaceLimitSettings.java	TestSpaceLimitSettings	testNamespaceQuota() : void	1	105
TestSpaceLimitSettings.java	TestSpaceLimitSettings	testQuotaMerging() : void	1	130
TestThrottleSettings.java	TestThrottleSettings	testMerge() : void	1	44
TestThrottleSettings.java	TestThrottleSettings	testIncompatibleThrottleTypes() : void	1	66
TestThrottleSettings.java	TestThrottleSettings	testNoThrottleReturnsOriginal() : void	1	89
FailedLogCloseException.java	FailedLogCloseException	FailedLogCloseException()	0	33
FailedLogCloseException.java	FailedLogCloseException	FailedLogCloseException(String)	0	40
FailedLogCloseException.java	FailedLogCloseException	FailedLogCloseException(String,Throwable)	4	44
FailedLogCloseException.java	FailedLogCloseException	FailedLogCloseException(Throwable)	15	48
FailedSyncBeforeLogCloseException.java	FailedSyncBeforeLogCloseException	FailedSyncBeforeLogCloseException()	0	31
FailedSyncBeforeLogCloseException.java	FailedSyncBeforeLogCloseException	FailedSyncBeforeLogCloseException(String)	0	38
FailedSyncBeforeLogCloseException.java	FailedSyncBeforeLogCloseException	FailedSyncBeforeLogCloseException(String,Throwable)	0	42
FailedSyncBeforeLogCloseException.java	FailedSyncBeforeLogCloseException	FailedSyncBeforeLogCloseException(Throwable)	15	46
ReplicationAdmin.java	ReplicationAdmin	ReplicationAdmin(Configuration)	12	93
ReplicationAdmin.java	ReplicationAdmin	addPeer(String,ReplicationPeerConfig,Map<TableName, ? extends Collection<String>>) : void	16	109
ReplicationAdmin.java	ReplicationAdmin	addPeer(String,ReplicationPeerConfig) : void	6	127
ReplicationAdmin.java	ReplicationAdmin	parseTableCFsFromConfig(String) : Map<TableName, List<String>>	0	136
ReplicationAdmin.java	ReplicationAdmin	updatePeerConfig(String,ReplicationPeerConfig) : void	9	146
ReplicationAdmin.java	ReplicationAdmin	removePeer(String) : void	20	156
ReplicationAdmin.java	ReplicationAdmin	enablePeer(String) : void	1	167
ReplicationAdmin.java	ReplicationAdmin	disablePeer(String) : void	2	178
ReplicationAdmin.java	ReplicationAdmin	getPeersCount() : int	7	189
ReplicationAdmin.java	ReplicationAdmin	listPeerConfigs() : Map<String, ReplicationPeerConfig>	0	197
ReplicationAdmin.java	ReplicationAdmin	getPeerConfig(String) : ReplicationPeerConfig	6	211
ReplicationAdmin.java	ReplicationAdmin	getPeerTableCFs(String) : String	12	222
ReplicationAdmin.java	ReplicationAdmin	appendPeerTableCFs(String,String) : void	0	237
ReplicationAdmin.java	ReplicationAdmin	appendPeerTableCFs(String,Map<TableName, ? extends Collection<String>>) : void	8	250
ReplicationAdmin.java	ReplicationAdmin	removePeerTableCFs(String,String) : void	1	265
ReplicationAdmin.java	ReplicationAdmin	removePeerTableCFs(String,Map<TableName, ? extends Collection<String>>) : void	8	278
ReplicationAdmin.java	ReplicationAdmin	copyTableCFs(Map<TableName, ? extends Collection<String>>) : Map<TableName, List<String>>	16	284
ReplicationAdmin.java	ReplicationAdmin	setPeerTableCFs(String,Map<TableName, ? extends Collection<String>>) : void	4	302
ReplicationAdmin.java	ReplicationAdmin	getPeerState(String) : boolean	3	316
ReplicationAdmin.java	ReplicationAdmin	close() : void	12	325
ReplicationAdmin.java	ReplicationAdmin	listReplicated() : List<HashMap<String, String>>	0	345
ReplicationAdmin.java	ReplicationAdmin	enableTableRep(TableName) : void	1	371
ReplicationAdmin.java	ReplicationAdmin	disableTableRep(TableName) : void	1	383
ReplicationAdmin.java	ReplicationAdmin	listReplicationPeers() : List<ReplicationPeerDescription>	0	391
ReplicationPeerConfigUtil.java	ReplicationPeerConfigUtil	ReplicationPeerConfigUtil()	0	63
ReplicationPeerConfigUtil.java	ReplicationPeerConfigUtil	convertToString(Set<String>) : String	0	65
