Parse H:\Data\PLOVER_TEST_LOG\ZooKeeperCloverReport\db\zookeeper-coverage.db
File	Class	Method	LineNum	HitCount
ServerCnxnFactoryAccessor.java	ServerCnxnFactoryAccessor	getZkServer(ServerCnxnFactory) : ZooKeeperServer	350	21
DatadirCleanupManagerTest.java	DatadirCleanupManagerTest	setUp() : void	3	40
DatadirCleanupManagerTest.java	DatadirCleanupManagerTest	testPurgeTask() : void	1	47
DatadirCleanupManagerTest.java	DatadirCleanupManagerTest	testWithZeroPurgeInterval() : void	1	63
DatadirCleanupManagerTest.java	DatadirCleanupManagerTest	testWithNegativePurgeInterval() : void	1	74
DatadirCleanupManagerTest.java	DatadirCleanupManagerTest	tearDown() : void	3	85
ToStringTest.java	ToStringTest	testJuteToString() : void	1	33
DataTreeTest.java	DataTreeTest	setUp() : void	5	57
DataTreeTest.java	DataTreeTest	tearDown() : void	5	62
DataTreeTest.java	DataTreeTest	run() : void	1	83
DataTreeTest.java	DataTreeTest	testDumpEphemerals() : void	1	71
DataTreeTest.java	DataTreeTest	killZkClientSession(long,long,DataTree,int) : void	1	104
DataTreeTest.java	DataTreeTest	createEphemeralNode(long,DataTree,int) : void	1	111
DataTreeTest.java	DataTreeTest	testRootWatchTriggered() : void	1	119
DataTreeTest.java	DataTreeTest	testIncrementCversion() : void	1	139
DataTreeTest.java	DataTreeTest	testPathTrieClearOnDeserialize() : void	1	154
DataTreeTest.java	DataTreeTest	run() : void	1	207
DataTreeTest.java	DataTreeTest	writeRecord(Record,String) : void	4	201
DataTreeTest.java	DataTreeTest	testSerializeDoesntLockDataNodeWhileWriting() : void	1	193
DataTreeTest.java	DataTreeTest.MyWatcher	process(WatchedEvent) : void	1	123
ReferenceCountedACLCacheTest.java	ReferenceCountedACLCacheTest	testSameACLGivesSameID() : void	1	39
ReferenceCountedACLCacheTest.java	ReferenceCountedACLCacheTest	testWhetherOrderingMatters() : void	1	51
ReferenceCountedACLCacheTest.java	ReferenceCountedACLCacheTest	testBidirectionality() : void	1	67
ReferenceCountedACLCacheTest.java	ReferenceCountedACLCacheTest	testCacheSize() : void	1	77
ReferenceCountedACLCacheTest.java	ReferenceCountedACLCacheTest	testAddThenRemove() : void	1	97
ReferenceCountedACLCacheTest.java	ReferenceCountedACLCacheTest	testMultipleAddsAndRemove() : void	1	109
ReferenceCountedACLCacheTest.java	ReferenceCountedACLCacheTest	testAddUsage() : void	1	132
ReferenceCountedACLCacheTest.java	ReferenceCountedACLCacheTest	testAddNonExistentUsage() : void	1	149
ReferenceCountedACLCacheTest.java	ReferenceCountedACLCacheTest	testSerializeDeserialize() : void	1	165
ReferenceCountedACLCacheTest.java	ReferenceCountedACLCacheTest	serialize(OutputArchive) : void	1	199
ReferenceCountedACLCacheTest.java	ReferenceCountedACLCacheTest	testNPEInDeserialize() : void	1	196
ReferenceCountedACLCacheTest.java	ReferenceCountedACLCacheTest	assertCachesEqual(ReferenceCountedACLCache,ReferenceCountedACLCache) : void	1	222
ReferenceCountedACLCacheTest.java	ReferenceCountedACLCacheTest	testPurgeUnused() : void	1	229
ReferenceCountedACLCacheTest.java	ReferenceCountedACLCacheTest	callAddUsageNTimes(ReferenceCountedACLCache,Long,int) : void	7	264
ReferenceCountedACLCacheTest.java	ReferenceCountedACLCacheTest	convertACLsNTimes(ReferenceCountedACLCache,List<ACL>,int) : Long	10	270
ReferenceCountedACLCacheTest.java	ReferenceCountedACLCacheTest	createACL(String) : List<ACL>	20	282
NIOServerCnxnTest.java	NIOServerCnxnTest	testOperationsAfterCnxnClose() : void	1	40
NIOServerCnxnTest.java	NIOServerCnxnTest	testValidSelectionKey() : void	1	88
NIOServerCnxnTest.java	NIOServerCnxnTest.MockNIOServerCnxn	MockNIOServerCnxn(NIOServerCnxn)	1	78
NIOServerCnxnTest.java	NIOServerCnxnTest.MockNIOServerCnxn	mockSendBuffer(ByteBuffer) : void	1	83
ZxidRolloverTest.java	ZxidRolloverTest	getClient(int) : ZooKeeper	87	51
ZxidRolloverTest.java	ZxidRolloverTest	setUp() : void	5	55
ZxidRolloverTest.java	ZxidRolloverTest	waitForClientsConnected() : void	13	76
ZxidRolloverTest.java	ZxidRolloverTest	checkClientsConnected() : void	16	86
ZxidRolloverTest.java	ZxidRolloverTest	checkClientConnected(int) : void	48	97
ZxidRolloverTest.java	ZxidRolloverTest	checkClientsDisconnected() : void	8	124
ZxidRolloverTest.java	ZxidRolloverTest	checkClientDisconnected(int) : void	26	135
ZxidRolloverTest.java	ZxidRolloverTest	startAll() : void	9	148
ZxidRolloverTest.java	ZxidRolloverTest	start(int) : void	7	154
ZxidRolloverTest.java	ZxidRolloverTest	checkLeader() : void	16	166
ZxidRolloverTest.java	ZxidRolloverTest	shutdownAll() : void	4	176
ZxidRolloverTest.java	ZxidRolloverTest	shutdown(int) : void	7	182
ZxidRolloverTest.java	ZxidRolloverTest	adjustEpochNearEnd() : void	12	207
ZxidRolloverTest.java	ZxidRolloverTest	tearDown() : void	5	211
ZxidRolloverTest.java	ZxidRolloverTest	createNodes(ZooKeeper,int,int) : int	25	224
ZxidRolloverTest.java	ZxidRolloverTest	checkNodes(ZooKeeper,int,int) : void	16	243
ZxidRolloverTest.java	ZxidRolloverTest	testSimpleRolloverFollower() : void	1	256
ZxidRolloverTest.java	ZxidRolloverTest	testRolloverThenRestart() : void	1	270
ZxidRolloverTest.java	ZxidRolloverTest	testRolloverThenFollowerRestart() : void	1	315
ZxidRolloverTest.java	ZxidRolloverTest	testRolloverThenLeaderRestart() : void	1	357
ZxidRolloverTest.java	ZxidRolloverTest	testMultipleRollover() : void	1	402
ZooKeeperServerTest.java	ZooKeeperServerTest	testSortDataDirAscending() : void	1	33
ZooKeeperServerTest.java	ZooKeeperServerTest	testSortDataDirDescending() : void	1	54
ZooKeeperServerTest.java	ZooKeeperServerTest	testGetLogFiles() : void	1	75
ZooKeeperServerTest.java	ZooKeeperServerTest	testForceSyncDefaultEnabled() : void	1	97
ZooKeeperServerTest.java	ZooKeeperServerTest	testForceSyncDefaultDisabled() : void	1	104
ZooKeeperServerTest.java	ZooKeeperServerTest	testInvalidSnapshot() : void	1	118
ServerStatsTest.java	ServerStatsTest	setUp() : void	4	35
ServerStatsTest.java	ServerStatsTest	testPacketsMetrics() : void	1	40
ServerStatsTest.java	ServerStatsTest	testLatencyMetrics() : void	1	65
ServerStatsTest.java	ServerStatsTest	testFsyncThresholdExceedMetrics() : void	1	89
ServerStatsTest.java	ServerStatsTest	testReset() : void	1	111
ServerStatsTest.java	ServerStatsTest	assertAllPacketsZero(ServerStats) : void	3	131
ServerStatsTest.java	ServerStatsTest	assertAllLatencyZero(ServerStats) : void	3	136
ServerStatsTest.java	ServerStatsTest	assertFsyncThresholdExceedCountZero(ServerStats) : void	1	142
SessionTrackerTest.java	SessionTrackerTest	testAddSessionAfterSessionExpiry() : void	1	49
SessionTrackerTest.java	SessionTrackerTest	testCloseSessionRequestAfterSessionExpiry() : void	1	91
SessionTrackerTest.java	SessionTrackerTest	setupSessionTracker() : ZooKeeperServer	2	119
SessionTrackerTest.java	SessionTrackerTest.FirstProcessor	FirstProcessor(ZooKeeperServer,RequestProcessor)	2	137
SessionTrackerTest.java	SessionTrackerTest.FirstProcessor	processRequest(Request) : void	2	142
SessionTrackerTest.java	SessionTrackerTest.FirstProcessor	getCountOfCloseSessionReq() : int	1	152
PurgeTxnTest.java	PurgeTxnTest	teardown() : void	10	61
PurgeTxnTest.java	PurgeTxnTest	testPurge() : void	1	72
PurgeTxnTest.java	PurgeTxnTest	run() : void	1	135
PurgeTxnTest.java	PurgeTxnTest	testPurgeWhenLogRollingInProgress() : void	1	119
PurgeTxnTest.java	PurgeTxnTest	testFindNRecentSnapshots() : void	1	174
PurgeTxnTest.java	PurgeTxnTest	testSnapFilesGreaterThanToRetain() : void	1	234
PurgeTxnTest.java	PurgeTxnTest	testSnapFilesEqualsToRetain() : void	1	278
PurgeTxnTest.java	PurgeTxnTest	testSnapFilesEqualsToRetainWithPrecedingLog() : void	1	287
PurgeTxnTest.java	PurgeTxnTest	internalTestSnapFilesEqualsToRetain(boolean) : void	2	292
PurgeTxnTest.java	PurgeTxnTest	testSnapFilesLessThanToRetain() : void	1	314
PurgeTxnTest.java	PurgeTxnTest	testPurgeTxnLogWithDataDir() : void	1	351
PurgeTxnTest.java	PurgeTxnTest	testPurgeTxnLogWithoutDataDir() : void	1	397
PurgeTxnTest.java	PurgeTxnTest	testPurgeDoesNotDeleteOverlappingLogFile() : void	1	440
PurgeTxnTest.java	PurgeTxnTest	createDataDirLogFile(File,int) : File	23	521
PurgeTxnTest.java	PurgeTxnTest	createDataDirFiles(AtomicInteger,int,boolean,File,List<File>,List<File>) : void	7	528
PurgeTxnTest.java	PurgeTxnTest	verifyFilesAfterPurge(List<File>,boolean) : void	14	551
PurgeTxnTest.java	PurgeTxnTest	run() : void	3	567
PurgeTxnTest.java	PurgeTxnTest	manyClientOps(ZooKeeper,CountDownLatch,int,String) : List<String>	1	558
PurgeTxnTest.java	PurgeTxnTest	process(WatchedEvent) : void	2	600
ZooKeeperThreadTest.java	ZooKeeperThreadTest	testUncaughtException() : void	1	71
ZooKeeperThreadTest.java	ZooKeeperThreadTest.MyThread	MyThread(String)	1	32
ZooKeeperThreadTest.java	ZooKeeperThreadTest.MyThread	run() : void	1	36
ZooKeeperThreadTest.java	ZooKeeperThreadTest.MyThread	handleException(String,Throwable) : void	1	40
ZooKeeperThreadTest.java	ZooKeeperThreadTest.MyCriticalThread	notifyStopping(String,int) : void	0	51
ZooKeeperThreadTest.java	ZooKeeperThreadTest.MyCriticalThread	MyCriticalThread(String)	1	48
ZooKeeperThreadTest.java	ZooKeeperThreadTest.MyCriticalThread	run() : void	1	58
ZooKeeperThreadTest.java	ZooKeeperThreadTest.MyCriticalThread	handleException(String,Throwable) : void	1	62
AtomicFileOutputStream.java	AtomicFileOutputStream	AtomicFileOutputStream(File)	1717	55
AtomicFileOutputStream.java	AtomicFileOutputStream	write(byte[],int,int) : void	1697	72
AtomicFileOutputStream.java	AtomicFileOutputStream	close() : void	1691	77
AtomicFileOutputStream.java	AtomicFileOutputStream	abort() : void	4	116
Time.java	Time	currentElapsedTime() : long	4026514	32
Time.java	Time	currentWallTime() : long	318715	40
Time.java	Time	elapsedTimeToDate(long) : Date	1	48
PathTrie.java	PathTrie	PathTrie()	1175	188
PathTrie.java	PathTrie	addPath(String) : void	9	196
PathTrie.java	PathTrie	deletePath(String) : void	0	220
PathTrie.java	PathTrie	findMaxPrefix(String) : String	2088026	248
PathTrie.java	PathTrie	clear() : void	137	288
PathTrie.java	PathTrie.TrieNode	TrieNode(TrieNode)	1188	63
PathTrie.java	PathTrie.TrieNode	getParent() : TrieNode	0	72
PathTrie.java	PathTrie.TrieNode	setParent(TrieNode) : void	0	80
PathTrie.java	PathTrie.TrieNode	setProperty(boolean) : void	10	89
PathTrie.java	PathTrie.TrieNode	getProperty() : boolean	1458	98
PathTrie.java	PathTrie.TrieNode	addChild(String,TrieNode) : void	14	106
PathTrie.java	PathTrie.TrieNode	deleteChild(String) : void	1	120
PathTrie.java	PathTrie.TrieNode	getChild(String) : TrieNode	2091478	145
PathTrie.java	PathTrie.TrieNode	getChildren() : String[]	139	162
PathTrie.java	PathTrie.TrieNode	toString() : String	0	172
IOUtils.java	IOUtils	closeStream(Closeable) : void	23	41
IOUtils.java	IOUtils	cleanup(Logger,Closeable) : void	23	54
IOUtils.java	IOUtils	copyBytes(InputStream,OutputStream,int,boolean) : void	6	81
IOUtils.java	IOUtils	copyBytes(InputStream,OutputStream,int) : void	6	109
PathUtils.java	PathUtils	validatePath(String,boolean) : void	206656	33
PathUtils.java	PathUtils	validatePath(String) : void	572861	43
TimeTest.java	TimeTest	main(String[]) : void	0	56
TimeTest.java	TimeTest	process(WatchedEvent) : void	0	75
TimeTest.java	TimeTest	createWatcher() : Watcher	0	72
TimeTest.java	TimeTest	waitByYielding(long) : void	0	84
TimeTest.java	TimeTest	discrepancy() : long	0	91
TimeTest.java	TimeTest	testElapsedTimeToDate() : void	1	95
UpgradeSnapShotV1.java	UpgradeSnapShotV1	UpgradeSnapShotV1(File,File)	1	72
UpgradeSnapShotV1.java	UpgradeSnapShotV1	deserializeSnapshot(DataTreeV1,InputArchive,Map<Long, Integer>) : void	1	85
UpgradeSnapShotV1.java	UpgradeSnapShotV1	playLog(InputArchive) : long	2	108
UpgradeSnapShotV1.java	UpgradeSnapShotV1	processLogFiles(DataTreeV1,File[]) : long	1	179
UpgradeSnapShotV1.java	UpgradeSnapShotV1	loadThisSnapShot() : void	1	198
UpgradeSnapShotV1.java	UpgradeSnapShotV1	findMostRecentSnapshot() : File	1	228
UpgradeSnapShotV1.java	UpgradeSnapShotV1	convertStat(StatPersistedV1) : StatPersisted	10011	247
UpgradeSnapShotV1.java	UpgradeSnapShotV1	convertDataNode(DataTree,DataNode,DataNodeV1) : DataNode	10011	267
UpgradeSnapShotV1.java	UpgradeSnapShotV1	recurseThroughDataTree(DataTree,String) : void	10011	282
UpgradeSnapShotV1.java	UpgradeSnapShotV1	convertThisSnapShot() : DataTree	1	309
UpgradeSnapShotV1.java	UpgradeSnapShotV1	getNewDataTree() : DataTree	1	323
UpgradeSnapShotV1.java	UpgradeSnapShotV1	getSessionWithTimeOuts() : ConcurrentHashMap<Long, Integer>	1	329
DataTreeV1.java	DataTreeV1	getEphemeralsMap() : Map<Long, HashSet<String>>	0	84
DataTreeV1.java	DataTreeV1	setEphemeralsMap(Map<Long, HashSet<String>>) : void	0	88
DataTreeV1.java	DataTreeV1	getEphemerals(long) : HashSet<String>	0	92
DataTreeV1.java	DataTreeV1	getSessions() : Collection<Long>	0	105
DataTreeV1.java	DataTreeV1	getNode(String) : DataNodeV1	10012	109
DataTreeV1.java	DataTreeV1	DataTreeV1()	1	119
DataTreeV1.java	DataTreeV1	copyStatPersisted(StatPersistedV1,StatPersistedV1) : void	0	125
DataTreeV1.java	DataTreeV1	copyStat(Stat,Stat) : void	0	136
DataTreeV1.java	DataTreeV1	createNode(String,byte[],List<ACL>,long,long,long) : String	10010	178
DataTreeV1.java	DataTreeV1	deleteNode(String) : void	0	222
DataTreeV1.java	DataTreeV1	setData(String,byte[],int,long,long) : Stat	0	255
DataTreeV1.java	DataTreeV1	getData(String,Stat,Watcher) : byte[]	0	273
DataTreeV1.java	DataTreeV1	statNode(String,Watcher) : Stat	0	287
DataTreeV1.java	DataTreeV1	getChildren(String,Stat,Watcher) : ArrayList<String>	0	302
DataTreeV1.java	DataTreeV1	setACL(String,List<ACL>,int) : Stat	0	317
DataTreeV1.java	DataTreeV1	getACL(String,Stat) : List<ACL>	0	331
DataTreeV1.java	DataTreeV1	processTxn(TxnHeader,Record) : ProcessTxnResult	10032	380
DataTreeV1.java	DataTreeV1	killSession(long) : void	11	431
DataTreeV1.java	DataTreeV1	serializeNode(OutputArchive,StringBuilder) : void	0	466
DataTreeV1.java	DataTreeV1	serialize(OutputArchive,String) : void	0	498
DataTreeV1.java	DataTreeV1	deserialize(InputArchive,String) : void	1	509
DataTreeV1.java	DataTreeV1	dumpEphemerals() : String	0	538
DataTreeV1.java	DataTreeV1	removeCnxn(Watcher) : void	0	555
DataTreeV1.java	DataTreeV1	clear() : void	0	560
DataTreeV1.java	DataTreeV1.ProcessTxnResult	equals(Object) : boolean	0	356
DataTreeV1.java	DataTreeV1.ProcessTxnResult	hashCode() : int	0	371
UpgradeMain.java	UpgradeMain	UpgradeMain(File,File)	1	65
UpgradeMain.java	UpgradeMain	createAllDirs() : void	1	79
UpgradeMain.java	UpgradeMain	copyFiles(File,File,String) : void	2	117
UpgradeMain.java	UpgradeMain	runUpgrade() : void	1	139
UpgradeMain.java	UpgradeMain	main(String[]) : void	0	172
DataNodeV1.java	DataNodeV1	DataNodeV1()	7264	42
DataNodeV1.java	DataNodeV1	DataNodeV1(DataNodeV1,byte[],List<ACL>,StatPersistedV1)	2748	46
DataNodeV1.java	DataNodeV1	setChildren(HashSet<String>) : void	0	60
DataNodeV1.java	DataNodeV1	getChildren() : HashSet<String>	0	68
DataNodeV1.java	DataNodeV1	copyStat(Stat) : void	0	82
DataNodeV1.java	DataNodeV1	deserialize(InputArchive,String) : void	7264	95
DataNodeV1.java	DataNodeV1	serialize(OutputArchive,String) : void	0	115
ManagedUtil.java	ManagedUtil	registerLog4jMBeans() : void	157	42
MBeanRegistry.java	MBeanRegistry	setInstance(MBeanRegistry) : void	0	53
MBeanRegistry.java	MBeanRegistry	getInstance() : MBeanRegistry	327996	57
MBeanRegistry.java	MBeanRegistry	MBeanRegistry()	89	61
MBeanRegistry.java	MBeanRegistry	getPlatformMBeanServer() : MBeanServer	497	76
MBeanRegistry.java	MBeanRegistry	register(ZKMBeanInfo,ZKMBeanInfo) : void	161767	86
MBeanRegistry.java	MBeanRegistry	unregister(String,ZKMBeanInfo) : void	162387	114
MBeanRegistry.java	MBeanRegistry	unregister(ZKMBeanInfo) : void	159444	131
MBeanRegistry.java	MBeanRegistry	unregisterAll() : void	440	146
MBeanRegistry.java	MBeanRegistry	makeFullPath(String,String) : String	167603	163
MBeanRegistry.java	MBeanRegistry	makeFullPath(String,ZKMBeanInfo) : String	161759	177
MBeanRegistry.java	MBeanRegistry	tokenize(StringBuilder,String,int) : int	646924	185
MBeanRegistry.java	MBeanRegistry	makeObjectName(String,ZKMBeanInfo) : ObjectName	323454	201
QuorumHierarchical.java	QuorumHierarchical	QuorumHierarchical(String)	0	81
QuorumHierarchical.java	QuorumHierarchical	QuorumHierarchical(Properties)	19	96
QuorumHierarchical.java	QuorumHierarchical	QuorumHierarchical(int,HashMap<Long, Long>,HashMap<Long, Long>)	0	117
QuorumHierarchical.java	QuorumHierarchical	getWeight(long) : long	158	135
QuorumHierarchical.java	QuorumHierarchical	readConfigFile(String) : void	0	143
QuorumHierarchical.java	QuorumHierarchical	parse(Properties) : void	19	176
QuorumHierarchical.java	QuorumHierarchical	computeGroupWeight() : void	19	208
QuorumHierarchical.java	QuorumHierarchical	containsQuorum(Set<Long>) : boolean	526	235
QuorumMaj.java	QuorumMaj	QuorumMaj(int)	593	43
QuorumMaj.java	QuorumMaj	getWeight(long) : long	14480	52
QuorumMaj.java	QuorumMaj	containsQuorum(Set<Long>) : boolean	685910	59
IPAuthenticationProvider.java	IPAuthenticationProvider	getScheme() : String	17	27
IPAuthenticationProvider.java	IPAuthenticationProvider	handleAuthentication(ServerCnxn,byte[]) : KeeperException.Code	0	31
IPAuthenticationProvider.java	IPAuthenticationProvider	addr2Bytes(String) : byte[]	211	41
IPAuthenticationProvider.java	IPAuthenticationProvider	v4addr2Bytes(String) : byte[]	211	47
IPAuthenticationProvider.java	IPAuthenticationProvider	mask(byte[],int) : void	0	68
IPAuthenticationProvider.java	IPAuthenticationProvider	matches(String,String) : boolean	0	79
IPAuthenticationProvider.java	IPAuthenticationProvider	isAuthenticated() : boolean	98	110
IPAuthenticationProvider.java	IPAuthenticationProvider	isValid(String) : boolean	211	114
DigestAuthenticationProvider.java	DigestAuthenticationProvider	getScheme() : String	141	42
DigestAuthenticationProvider.java	DigestAuthenticationProvider	base64Encode(byte[]) : String	124	46
DigestAuthenticationProvider.java	DigestAuthenticationProvider	encode(int) : char	3348	77
DigestAuthenticationProvider.java	DigestAuthenticationProvider	generateDigest(String) : String	124	91
DigestAuthenticationProvider.java	DigestAuthenticationProvider	handleAuthentication(ServerCnxn,byte[]) : KeeperException.Code	124	99
DigestAuthenticationProvider.java	DigestAuthenticationProvider	isAuthenticated() : boolean	123	116
DigestAuthenticationProvider.java	DigestAuthenticationProvider	isValid(String) : boolean	0	120
DigestAuthenticationProvider.java	DigestAuthenticationProvider	matches(String,String) : boolean	94	125
DigestAuthenticationProvider.java	DigestAuthenticationProvider	main(String[]) : void	0	134
SASLAuthenticationProvider.java	SASLAuthenticationProvider	getScheme() : String	5	26
SASLAuthenticationProvider.java	SASLAuthenticationProvider	handleAuthentication(ServerCnxn,byte[]) : KeeperException.Code	0	30
SASLAuthenticationProvider.java	SASLAuthenticationProvider	matches(String,String) : boolean	0	40
SASLAuthenticationProvider.java	SASLAuthenticationProvider	isAuthenticated() : boolean	3	47
SASLAuthenticationProvider.java	SASLAuthenticationProvider	isValid(String) : boolean	6	51
SaslServerCallbackHandler.java	SaslServerCallbackHandler	SaslServerCallbackHandler(Configuration)	11	49
SaslServerCallbackHandler.java	SaslServerCallbackHandler	handle(Callback[]) : void	19	76
SaslServerCallbackHandler.java	SaslServerCallbackHandler	handleNameCallback(NameCallback) : void	11	90
SaslServerCallbackHandler.java	SaslServerCallbackHandler	handlePasswordCallback(PasswordCallback) : void	11	100
SaslServerCallbackHandler.java	SaslServerCallbackHandler	handleRealmCallback(RealmCallback) : void	11	111
SaslServerCallbackHandler.java	SaslServerCallbackHandler	handleAuthorizeCallback(AuthorizeCallback) : void	8	116
SaslServerCallbackHandler.java	SaslServerCallbackHandler	shouldAppendRealm(KerberosName) : boolean	8	143
SaslServerCallbackHandler.java	SaslServerCallbackHandler	shouldAppendHost(KerberosName) : boolean	8	147
SaslServerCallbackHandler.java	SaslServerCallbackHandler	isSystemPropertyTrue(String) : boolean	16	151
ProviderRegistry.java	ProviderRegistry	initialize() : void	17	36
ProviderRegistry.java	ProviderRegistry	getProvider(String) : AuthenticationProvider	654	64
ProviderRegistry.java	ProviderRegistry	listProviders() : String	2	70
DigestLoginModule.java	DigestLoginModule	abort() : boolean	0	29
DigestLoginModule.java	DigestLoginModule	commit() : boolean	127	33
DigestLoginModule.java	DigestLoginModule	initialize(Subject,CallbackHandler,Map<String,?>,Map<String,?>) : void	127	37
DigestLoginModule.java	DigestLoginModule	logout() : boolean	0	49
DigestLoginModule.java	DigestLoginModule	login() : boolean	127	53
KerberosName.java	KerberosName	<clinit>, line 83()	5	83
KerberosName.java	KerberosName	KerberosName(String)	80	110
KerberosName.java	KerberosName	getDefaultRealm() : String	0	131
KerberosName.java	KerberosName	toString() : String	33	138
KerberosName.java	KerberosName	getServiceName() : String	33	157
KerberosName.java	KerberosName	getHostName() : String	41	165
KerberosName.java	KerberosName	getRealm() : String	41	173
KerberosName.java	KerberosName	parseRules(String) : List<Rule>	5	329
KerberosName.java	KerberosName	setConfiguration() : void	5	357
KerberosName.java	KerberosName	getShortName() : String	8	385
KerberosName.java	KerberosName	printRules() : void	0	405
KerberosName.java	KerberosName	main(String[]) : void	0	412
KerberosName.java	KerberosName.Rule	Rule()	5	189
KerberosName.java	KerberosName.Rule	Rule(int,String,String,String,String,boolean)	0	199
KerberosName.java	KerberosName.Rule	toString() : String	0	211
KerberosName.java	KerberosName.Rule	replaceParameters(String,String[]) : String	0	250
KerberosName.java	KerberosName.Rule	replaceSubstitution(String,Pattern,String,boolean) : String	0	287
KerberosName.java	KerberosName.Rule	apply(String[]) : String	0	305
KerberosName.java	KerberosName.BadFormatString	BadFormatString(String)	0	364
KerberosName.java	KerberosName.BadFormatString	BadFormatString(String,Throwable)	0	367
KerberosName.java	KerberosName.NoMatchingRule	NoMatchingRule(String)	0	374
ZxidUtils.java	ZxidUtils	getEpochFromZxid(long) : long	22419	22
ZxidUtils.java	ZxidUtils	getCounterFromZxid(long) : long	0	25
ZxidUtils.java	ZxidUtils	makeZxid(long,long) : long	22372	28
ZxidUtils.java	ZxidUtils	zxidToString(long) : String	1	31
Profiler.java	Profiler	profile(Operation<T>,long,String) : T	0	31
KerberosUtil.java	KerberosUtil	getDefaultRealm() : String	5	26
SerializeUtils.java	SerializeUtils	deserializeTxn(byte[],TxnHeader) : Record	2717168	54
SerializeUtils.java	SerializeUtils	deserializeSnapshot(DataTree,InputArchive,Map<Long, Integer>) : void	129	116
SerializeUtils.java	SerializeUtils	serializeSnapshot(DataTree,OutputArchive,Map<Long, Integer>) : void	581	133
SerializeUtils.java	SerializeUtils	serializeRequest(Request) : byte[]	2049237	144
OSMXBean.java	OSMXBean	OSMXBean()	669	56
OSMXBean.java	OSMXBean	getUnix() : boolean	669	66
OSMXBean.java	OSMXBean	getOSUnixMXBeanMethod(String) : Long	689	79
OSMXBean.java	OSMXBean	getOpenFileDescriptorCount() : long	671	104
OSMXBean.java	OSMXBean	getMaxFileDescriptorCount() : long	18	149
PortForwarder.java	PortForwarder	PortForwarder(int,int)	0	168
PortForwarder.java	PortForwarder	run() : void	0	175
PortForwarder.java	PortForwarder	shutdown() : void	0	242
PortForwarder.java	PortForwarder.PortForwardWorker	PortForwardWorker(Socket,Socket,InputStream,OutputStream)	0	99
PortForwarder.java	PortForwarder.PortForwardWorker	run() : void	0	108
SerializeUtilsTest.java	SerializeUtilsTest	testSerializeRequestRequestIsNull() : void	1	47
SerializeUtilsTest.java	SerializeUtilsTest	testSerializeRequestRequestHeaderIsNull() : void	1	53
SerializeUtilsTest.java	SerializeUtilsTest	answer(InvocationOnMock) : Object	1	65
SerializeUtilsTest.java	SerializeUtilsTest	testSerializeRequestWithoutTxn() : void	1	60
SerializeUtilsTest.java	SerializeUtilsTest	answer(InvocationOnMock) : Object	1	93
SerializeUtilsTest.java	SerializeUtilsTest	answer(InvocationOnMock) : Object	1	103
SerializeUtilsTest.java	SerializeUtilsTest	testSerializeRequestWithTxn() : void	1	88
ProposalStats.java	ProposalStats	getLastProposalSize() : int	11	40
ProposalStats.java	ProposalStats	setLastProposalSize(int) : void	267585	44
ProposalStats.java	ProposalStats	getMinProposalSize() : int	9	54
ProposalStats.java	ProposalStats	getMaxProposalSize() : int	9	58
ProposalStats.java	ProposalStats	reset() : void	4	62
ProposalStats.java	ProposalStats	toString() : String	106	68
Learner.java	Learner	getSocket() : Socket	1	73
Learner.java	Learner	<clinit>, line 85()	33	85
Learner.java	Learner	getPendingRevalidationsCount() : int	0	92
Learner.java	Learner	validateSession(ServerCnxn,long,int) : void	97	106
Learner.java	Learner	writePacket(QuorumPacket,boolean) : void	980422	133
Learner.java	Learner	readPacket(QuorumPacket) : void	1755065	151
Learner.java	Learner	request(Request) : void	210493	171
Learner.java	Learner	findLeader() : QuorumServer	10514	194
Learner.java	Learner	connectToLeader(InetSocketAddress,String) : void	10526	223
Learner.java	Learner	registerWithLeader(int) : long	10514	261
Learner.java	Learner	syncWithLeader(long) : void	387	320
Learner.java	Learner	revalidate(QuorumPacket) : void	97	515
Learner.java	Learner	ping(QuorumPacket) : void	2122	538
Learner.java	Learner	shutdown() : void	10794	556
Learner.java	Learner	isRunning() : boolean	1742759	567
Observer.java	Observer	Observer(QuorumPeer,ObserverZooKeeperServer)	16	41
Observer.java	Observer	toString() : String	0	46
Observer.java	Observer	observeLeader() : void	16	60
Observer.java	Observer	processPacket(QuorumPacket) : void	283917	97
Observer.java	Observer	shutdown() : void	16	136
LearnerHandler.java	LearnerHandler	getSocket() : Socket	4	64
LearnerHandler.java	LearnerHandler	getSid() : long	14155	81
LearnerHandler.java	LearnerHandler	getVersion() : int	10920	87
LearnerHandler.java	LearnerHandler	LearnerHandler(Socket,BufferedInputStream,Leader)	10525	161
LearnerHandler.java	LearnerHandler	toString() : String	0	182
LearnerHandler.java	LearnerHandler	getLearnerType() : LearnerType	3480	198
LearnerHandler.java	LearnerHandler	sendPackets() : void	401	208
LearnerHandler.java	LearnerHandler	packetToString(QuorumPacket) : String	34	250
LearnerHandler.java	LearnerHandler	run() : void	402	513
LearnerHandler.java	LearnerHandler	run() : void	10523	313
LearnerHandler.java	LearnerHandler	shutdown() : void	10845	668
LearnerHandler.java	LearnerHandler	tickOfNextAckDeadline() : long	0	686
LearnerHandler.java	LearnerHandler	ping() : void	2691	693
LearnerHandler.java	LearnerHandler	queuePacket(QuorumPacket) : void	1785722	707
LearnerHandler.java	LearnerHandler	synced() : boolean	2691	711
